index,title,price,originalPrice,discount,currency,seller,rating,reviews,shipping,location,link,scrapedAt
"13","","11500","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012614222-honda-cr-v-_JM#polycard_client=splinter&c_element_order=11&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=54c0c761-aa13-32ef-ba7a-9547833e1ccd&V=11&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=11&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=54c0c761-aa13-32ef-ba7a-9547833e1ccd","2026-05-24T13:25:43.600Z"
"14","","13900","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012599826-jeep-cherokee-kk-limited-2011-_JM#polycard_client=splinter&c_element_order=12&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=cfab77bd-007f-36b8-8f90-90bb747b28ec&V=12&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=12&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=cfab77bd-007f-36b8-8f90-90bb747b28ec","2026-05-24T13:25:43.600Z"
"15","","78500","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012609160-4runner-toyota-2024-aut-sr5-4x4-nueva-a-estrenar-_JM#polycard_client=splinter&c_element_order=13&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=abf27aca-511f-342f-8d18-3b77baf11b1a&V=13&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=13&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=abf27aca-511f-342f-8d18-3b77baf11b1a","2026-05-24T13:25:43.600Z"
"16","","43000","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012612264-mitsubishi-montero-sport-2019-_JM#polycard_client=splinter&c_element_order=14&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=80bd58bd-5b5b-3aef-9eab-1a6beec39f55&V=14&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=14&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=80bd58bd-5b5b-3aef-9eab-1a6beec39f55","2026-05-24T13:25:43.600Z"
"17","","14900","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012599714-jeep-gran-cherokee-2009-aut-4x4-full-aire-y-perfecta-_JM#polycard_client=splinter&c_element_order=15&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=30dfde8f-c815-3ad7-8469-9e97479f0d45&V=15&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=15&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=30dfde8f-c815-3ad7-8469-9e97479f0d45","2026-05-24T13:25:43.600Z"
"18","","13800","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012598170-lancer-2014-automatico-glx-_JM#polycard_client=splinter&c_element_order=16&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=438e0bb0-5129-374c-a7b8-2a628545774d&V=16&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=16&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=438e0bb0-5129-374c-a7b8-2a628545774d","2026-05-24T13:25:43.600Z"
"19","","21500","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012571184-jac-arena-sport-automatico-full-aire-2026-nuevo-_JM#polycard_client=splinter&c_element_order=17&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=c245dbbc-c533-37e6-bbeb-e924fab75028&V=17&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=17&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=c245dbbc-c533-37e6-bbeb-e924fab75028","2026-05-24T13:25:43.600Z"
"20","","88000","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012596110-toyota-land-cruiser-s79-_JM#polycard_client=splinter&c_element_order=18&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=0e25ad8d-a61d-36de-948e-18a1d1081c4b&V=18&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=18&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=0e25ad8d-a61d-36de-948e-18a1d1081c4b","2026-05-24T13:25:43.600Z"
"21","","8900","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012599746-vitara-chervolet-2007-xl7-full-aire-operativa-_JM#polycard_client=splinter&c_element_order=19&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=38b4fa58-0cb0-3ba7-9a8e-edf4a7eddf5a&V=19&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=19&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=38b4fa58-0cb0-3ba7-9a8e-edf4a7eddf5a","2026-05-24T13:25:43.600Z"
"22","","7500","","","US$","","","","","","https://carro.mercadolibre.com.ve/MLV-1012572550-sonata-2006-_JM#polycard_client=splinter&c_element_order=20&deal_print_id=0d99c480-5774-11f1-a917-270ae428c889&search_layout=stack&L=autos-y-camionetas-publicados-hoy&type=item&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889&c_uid=302ab03c-128b-3f25-b244-71bfb82c1d09&V=20&c_campaign=autos-y-camionetas-publicados-hoy&c_id=%2Fsplinter%2Fcarouseldynamicitem&position=20&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_container_id=not_apply&c_global_position=5&c_element_id=302ab03c-128b-3f25-b244-71bfb82c1d09","2026-05-24T13:25:43.600Z"
"27","","","","","","","","","","","https://carros.mercadolibre.com.ve/#CATEGORY_ID=MLV1744&S=hc_carros-motos-y-otros&c_tracking_id=0d99c480-5774-11f1-a917-270ae428c889","2026-05-24T13:25:43.600Z"
"1","","2.5","2","8% OFF","US$","Febi","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-739325786-bujia-3-electrodos-optra-limited-bora-polo-golf-fox-palio-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV739325786&sid=search","2026-05-24T13:41:04.059Z"
"2","","2.5","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-739325786-bujia-3-electrodos-optra-limited-bora-polo-golf-fox-palio-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV739325786&sid=search","2026-05-24T13:41:04.060Z"
"3","","2.5","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-739325786-bujia-3-electrodos-optra-limited-bora-polo-golf-fox-palio-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV739325786&sid=search","2026-05-24T13:41:04.060Z"
"4","","3","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-793946746-bujia-antienchumbe-bl15-canon-corto-carlo-c10-caprice-malibu-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=2&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV793946746&sid=search","2026-05-24T13:41:04.060Z"
"5","","3","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-793946746-bujia-antienchumbe-bl15-canon-corto-carlo-c10-caprice-malibu-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=2&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV793946746&sid=search","2026-05-24T13:41:04.060Z"
"6","","2.25","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-707646074-bujia-acdelco-41-110-blazer-vortec-262-42-cheyenne-triton-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=3&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV707646074&sid=search","2026-05-24T13:41:04.060Z"
"7","","2.25","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-707646074-bujia-acdelco-41-110-blazer-vortec-262-42-cheyenne-triton-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=3&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV707646074&sid=search","2026-05-24T13:41:04.060Z"
"8","","4","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-511315686-bujia-denso-k20pr-u11-chevrolet-aveo-optra-esteem-vitara-_JM?searchVariation=202083485109#polycard_client=search-desktop&be_origin=backend&searchVariation=202083485109&search_layout=grid&position=4&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b","2026-05-24T13:41:04.060Z"
"9","","4","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-511315686-bujia-denso-k20pr-u11-chevrolet-aveo-optra-esteem-vitara-_JM?searchVariation=202083485109#polycard_client=search-desktop&be_origin=backend&searchVariation=202083485109&search_layout=grid&position=4&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b","2026-05-24T13:41:04.060Z"
"10","","2.5","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-710094963-bujia-iridium-corolla-irani-twingo-16v-nissan-tiida-sentra-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=5&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV710094963&sid=search","2026-05-24T13:41:04.060Z"
"11","","2.5","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-710094963-bujia-iridium-corolla-irani-twingo-16v-nissan-tiida-sentra-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=5&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV710094963&sid=search","2026-05-24T13:41:04.060Z"
"12","","3","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-782084988-bujia-bl15-platinum-recubierta-bosch-205-262-302-350--_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV782084988&sid=search","2026-05-24T13:41:04.060Z"
"13","","3","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-782084988-bujia-bl15-platinum-recubierta-bosch-205-262-302-350--_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV782084988&sid=search","2026-05-24T13:41:04.060Z"
"14","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-723992340-bujia-rosca-corta-bl15-nova-chevette-century-jeep-bronco-v6-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=7&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV723992340&sid=search","2026-05-24T13:41:04.060Z"
"15","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-723992340-bujia-rosca-corta-bl15-nova-chevette-century-jeep-bronco-v6-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=7&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV723992340&sid=search","2026-05-24T13:41:04.060Z"
"16","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-874262118-bujia-aveosparkcorsateriosaccent-unidad-_JM?searchVariation=184141951418#polycard_client=search-desktop&be_origin=backend&searchVariation=184141951418&search_layout=grid&position=8&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b","2026-05-24T13:41:04.060Z"
"17","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-874262118-bujia-aveosparkcorsateriosaccent-unidad-_JM?searchVariation=184141951418#polycard_client=search-desktop&be_origin=backend&searchVariation=184141951418&search_layout=grid&position=8&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b","2026-05-24T13:41:04.061Z"
"18","","2.5","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-735856055-bujia-punta-de-iridium-aveo-optra-spark-corsa-matiz-etc-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=9&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV735856055&sid=search","2026-05-24T13:41:04.061Z"
"19","","2.5","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-735856055-bujia-punta-de-iridium-aveo-optra-spark-corsa-matiz-etc-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=9&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV735856055&sid=search","2026-05-24T13:41:04.061Z"
"20","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-823425298-bujia-champion-bl15y-nova-chevette-bronco-malibuu-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=10&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV823425298&sid=search","2026-05-24T13:41:04.061Z"
"21","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-823425298-bujia-champion-bl15y-nova-chevette-bronco-malibuu-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=10&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV823425298&sid=search","2026-05-24T13:41:04.061Z"
"22","","4.96","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-912207918-bujias-jeep-cherokke-liberty-kk-kj-dodge-ram-dakota-caliber-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=11&type=item&float_highlight=last_units&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV912207918&sid=search","2026-05-24T13:41:04.061Z"
"23","","4.96","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-912207918-bujias-jeep-cherokke-liberty-kk-kj-dodge-ram-dakota-caliber-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=11&type=item&float_highlight=last_units&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV912207918&sid=search","2026-05-24T13:41:04.061Z"
"24","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-556223211-bujia-orig-aveo-corolla-vitara-luv-dmax-optra-cielo-arauca-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=12&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV556223211&sid=search","2026-05-24T13:41:04.061Z"
"25","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-556223211-bujia-orig-aveo-corolla-vitara-luv-dmax-optra-cielo-arauca-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=12&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV556223211&sid=search","2026-05-24T13:41:04.061Z"
"26","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-828804114-bujias-ngk-bkr6e-11-aveo-optra-corolla-corsa-spark-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=13&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV828804114&sid=search","2026-05-24T13:41:04.061Z"
"27","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-828804114-bujias-ngk-bkr6e-11-aveo-optra-corolla-corsa-spark-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=13&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV828804114&sid=search","2026-05-24T13:41:04.061Z"
"28","","2.19","2","8% OFF","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-535308769-bujia-motorcraft-ford-ka-fiesta-ecosport-16-platino-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=14&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV535308769&sid=search","2026-05-24T13:41:04.061Z"
"29","","2.19","2","8% OFF","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-535308769-bujia-motorcraft-ford-ka-fiesta-ecosport-16-platino-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=14&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV535308769&sid=search","2026-05-24T13:41:04.061Z"
"30","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-876845322-bujia-encendido-fiestakaeco-sport-punta-platino-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=15&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV876845322&sid=search","2026-05-24T13:41:04.061Z"
"31","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-876845322-bujia-encendido-fiestakaeco-sport-punta-platino-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=15&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV876845322&sid=search","2026-05-24T13:41:04.061Z"
"32","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-741207156-bujia-camaro-chevrolet-motor-205-302-305-350-v8-malibu-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=16&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV741207156&sid=search","2026-05-24T13:41:04.061Z"
"33","","2","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-741207156-bujia-camaro-chevrolet-motor-205-302-305-350-v8-malibu-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=16&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV741207156&sid=search","2026-05-24T13:41:04.061Z"
"34","","2.5","","","US$","","","","Envío gratis","","https://articulo.mercadolibre.com.ve/MLV-740219661-bujia-punta-iridium-corolla-yaris-prado-meru-machito-autana-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=17&type=item&tracking_id=ebb612f0-dd91-4607-8769-92c226af5e7b&wid=MLV740219661&sid=search","2026-05-24T13:41:04.061Z"
